belongs_to_collection,budget,genres,id,original_language,overview,popularity,release_date,revenue,title,vote_average,vote_count,return,release_year,Actors,Directores
Scream Collection,40000000.0,Horror Mystery,4234.0,en,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",9.738371,2000-02-03,161834276.0,Scream 3,5.7,749.0,4.0458569,2000,"David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley, Lance Henriksen, Matt Keeslar, Jenny McCarthy, Emily Mortimer, Parker Posey, Deon Richmond, Kelly Rutherford, Liev Schreiber, Patrick Warburton, Jamie Kennedy, Roger L. Jackson, Richmond Arquette, Josh Pais, Roger Corman, Kevin Smith, Jason Mewes, Heather Matarazzo, Carrie Fisher",Wes Craven
The Crow Collection,13000000.0,Action Fantasy Thriller,10546.0,en,"After Ashe and his little son are murdered violently for no reason by Judah's men, he returns from the dead to take revenge. One after one, Judah's people face the power of the dark angel. The second film based on James O'Barr's cult comic.",6.554679,1996-08-29,17917287.0,The Crow: City of Angels,5.2,119.0,1.3782528461538461,1996,"Vincent Pérez, Mia Kirshner, Iggy Pop, Thomas Jane, Richard Brooks, Thuy Trang, Vincent Castellanos, Eric Acosta, Ian Dury, Tracey Ellis, Beverley Mitchell, Aaron Thell Smith, Alan Gelfant, Shelly Desai, Kerry Rossall",Tim Pope
standar,0.0,Drama Thriller,48946.0,en,"When strangers Jim, Eva, Emily and Mo meet William online in his new 'Chelsea Teens!' chatroom, they're completely seduced by his fast-talking, charismatic character. But beneath the surface lies a much darker truth. William is a dangerous loner, channeling all his energies into cyberspace. He's become an analyser, a calculating manipulator who finds it almost impossible to interact normallywith others in the real world, instead turning his hand to manipulating people online. When the timid Jim opens up to William, it sparks a fascination that quickly turns into a dark downward spiral, with the twisted antagonist coercing the rest of the group to become pawns in his deadly game. As the cat-and-mouse situation escalates to devastating heights, can William's anti-social networking be brought to an end?",13.382622,2010-08-11,0.0,Chatroom,5.9,113.0,0.0,2010,"Aaron Taylor-Johnson, Imogen Poots, Matthew Beard, Hannah Murray, Tuppence Middleton, Daniel Kaluuya, Megan Dodds, Michelle Fairley, Nicholas Gleaves, Jacob Anderson, Ophelia Lovibond, Richard Madden, Matthew Ashforde",Hideo Nakata
standar,0.0,Comedy Crime Mystery Thriller,6037.0,en,"Lionel Twain invites the world's five greatest detectives to a 'dinner and murder'. Included are a blind butler, a deaf-mute maid, screams, spinning rooms, secret passages, false identities and more plot turns and twists than are decently allowed.",5.570606,1976-06-23,0.0,Murder by Death,7.4,187.0,0.0,1976,"Peter Falk, Eileen Brennan, Peter Sellers, Alec Guinness, David Niven, Maggie Smith, Truman Capote, James Coco, Nancy Walker, Estelle Winwood, James Cromwell, Richard Narita, Elsa Lanchester, Fay Wray",Robert Moore
standar,0.0,Comedy,174323.0,en,"The bitter fight for supremacy between the three most popular girls at North Gateway High takes an unexpected turn when their classmate, Tanner, is outed and becomes the school’s first openly gay student. The trio races to bag the big trend in fashion accessories, the Gay Best Friend, while Tanner must decide whether his skyrocketing popularity is more important than the friendships he is leaving behind.",0.265042,2013-10-20,0.0,G.B.F.,6.0,144.0,0.0,2013,"Michael J. Willett, Paul Iacono, Sasha Pieterse, Andrea Bowen, Molly Tarlov, Evanna Lynch, Xosha Roquemore, Joanna 'JoJo' Levesque, Megan Mullally, Natasha Lyonne, Rebecca Gayheart, Jonathan Silverman, Taylor Frey, Brock Harris",Darren Stein
standar,35000000.0,Comedy,2018.0,en,"Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",8.056016,2001-01-26,94728529.0,The Wedding Planner,5.4,433.0,2.7065294,2001,"Jennifer Lopez, Matthew McConaughey, Justin Chambers, Joanna Gleason, Lou Myers, Kathy Najimy, Charles Kimbrough, Judy Greer, Bridgette Wilson, Alex Rocco, Kevin Pollak, Fred Willard, Frances Bay, Philip Pavel, Natalia Jaroszyk, Fabiana Udenio, Susan Mosher",Adam Shankman
Shrek Collection,165000000.0,Comedy Adventure Fantasy Animation Family,10192.0,en,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",11.803808,2010-05-16,752600867.0,Shrek Forever After,6.0,2021.0,4.561217375757575,2010,"Mike Myers, Eddie Murphy, Cameron Diaz, Antonio Banderas, Julie Andrews, Jon Hamm, John Cleese, Craig Robinson, Walt Dohrn, Jane Lynch, Lake Bell, Kathy Griffin, Mary Kay Place, Kristen Schaal, Meredith Vieira, Ryan Seacrest, Cody Cameron, Larry King, Regis Philbin, Christopher Knights, Conrad Vernon, Aron Warner, Jasper Johannes Andrews, Ollie Mitchell, Miles Bakshi, Nina Zoe Bakshi, Billie Hayes, Jeremy Hollingworth, Brian Hopkins, Chris Miller, Mike Mitchell, James Ryan, Ashley Boettcher, Danielle Soibelman, Frank Welker",Mike Mitchell
Planet of the Apes Original Collection,2500000.0,Action Science Fiction,1687.0,en,"The world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.",12.120267,1971-05-20,12348905.0,Escape from the Planet of the Apes,6.3,270.0,4.939562,1971,"Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy, Eric Braeden, William Windom, Sal Mineo, Albert Salmi, Jason Evers, John Randolph, M. Emmet Walsh, Ricardo Montalban, Arthur Tovey",Don Taylor
standar,10000000.0,Drama Thriller,127517.0,en,"Disconnect interweaves multiple storylines about people searching for human connection in today’s wired world. Through poignant turns that are both harrowing and touching, the stories intersect with surprising twists that expose a shocking reality into our daily use of technology that mediates and defines our relationships and ultimately our lives.",12.18812,2012-09-11,3428048.0,Disconnect,6.9,459.0,0.3428048,2012,"Jason Bateman, Hope Davis, Frank Grillo, Paula Patton, Michael Nyqvist, Andrea Riseborough, Alexander Skarsgård, Max Thieriot, Jonah Bobo, Colin Ford, Haley Ramm, Norbert Leo Butz, Kasi Lemmons, John Sharian, Aviad Bernstein, Teresa Calentano, Marc Jacobs, Cole Mohr, Kevin Csolak, Antonella Lentini, Tessa Albertson, Erin Wilhelmi",Henry Alex Rubin
standar,1000000.0,Comedy Drama,2108.0,en,"Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.",12.627678,1985-02-15,51525171.0,The Breakfast Club,7.8,2189.0,51.525171,1985,"Emilio Estevez, Anthony Michael Hall, Judd Nelson, Molly Ringwald, Ally Sheedy, Paul Gleason, John Kapelos, Ron Dean, Perry Crawford, Fran Gargano, Mary Christian, Mercedes Hall, Tim Gamble",John Hughes
standar,90000000.0,Fantasy Drama Mystery,297.0,en,"When the grim reaper comes to collect the soul of megamogul Bill Parrish, he arrives with a proposition: Host him for a ""vacation"" among the living in trade for a few more days of existence. Parrish agrees, and using the pseudonym Joe Black, Death begins taking part in Parrish's daily agenda and falls in love with the man's daughter. Yet when Black's holiday is over, so is Parrish's life.",14.026744,1998-11-12,142940100.0,Meet Joe Black,6.9,1174.0,1.5882233333333333,1998,"Brad Pitt, Anthony Hopkins, Claire Forlani, Jeffrey Tambor, Marcia Gay Harden, Jake Weber, David S. Howard, Lois Kelly-Miller, Jahnni St. John, Richard Clarke, June Squibb",Martin Brest
standar,80000000.0,Action Science Fiction Thriller,19959.0,en,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",16.211937,2009-09-24,122444772.0,Surrogates,5.9,1219.0,1.53055965,2009,"Bruce Willis, Radha Mitchell, Rosamund Pike, James Cromwell, Ving Rhames, Helena Mattsson, Boris Kodjoe, Ian Novick, Devin Ratray, Jack Noseworthy, Danny F. Smith, Jeffrey De Serrano, Michael Cudlitz, Trevor Donovan, Jennifer Alden, Michael Philip, James Francis Ginty, Andrew Haserlat, Justin Goodrich, Rachel Sterling, Meta Golding, Taylor Cole, Jordan Belfi, J.L. Highsmith, Lisa Hernandez, Kirk Hawkins, Nicholas Purcell, Max Murphy, Victor Webster, Valerie Azlynn, David Klefeker, Chad Williams, Mike Randy, Michael DeMello, Ron Murphy, David Conley, Bruce-Robert Serafin, Cody Christian, Todd Cahoon, Ella Thomas, Gabriel Olds, Eamon Brooks, Rick Malambri, Anya Monzikova",Jonathan Mostow
The Muppet Collection,0.0,Comedy Family Fantasy Drama,10437.0,en,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",14.630571,1992-12-10,27281507.0,The Muppet Christmas Carol,7.2,217.0,0.0,1992,"Michael Caine, Don Austen, Meredith Braun, Don Austen, Ed Sanders, Dave Goelz, Simon Buckley, Craig Crane, John Eccleston, Steven Mackintosh, Robin Weaver, Jessica Fox, David Shaw-Parker, Edward Sanders, Kristopher Milnes, Russell Martin, Raymond Coulthard, Anthony Hamblin, Fergus Brazier",Brian Henson
standar,10000000.0,Comedy Romance,7942.0,en,"Five years after jilting his pregnant fiancée on their wedding day, out-of-shape Dennis decides to run a marathon to win her back.",11.840495,2007-09-06,33000000.0,"Run, Fatboy, Run",6.2,241.0,3.3,2007,"Simon Pegg, Thandie Newton, Hank Azaria, Dylan Moran, Harish Patel, India de Beaufort, Matthew Fenton, Simon Day, Ruth Sheen, Nevan Finegan, Tyrone Huggins, Iddo Goldberg, Ameet Chana, Chris Hollins, Denis Lewis, Lorna Gayle, Gabriel Fleary, Pandora Colin, Stephen Merchant, David Walliams, Hazel Douglas, Anna Tolputt, Simon Lenagan, David Cann, T.R. Bowen, Margaret John, Floella Benjamin, David Milner, Henrietta Clemett, Peter Serafinowicz",David Schwimmer
standar,6500000.0,Thriller,10518.0,en,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division.",6.006812,1976-10-05,21709020.0,Marathon Man,7.2,227.0,3.339849230769231,1976,"Dustin Hoffman, Laurence Olivier, Roy Scheider, William Devane, Marthe Keller, Fritz Weaver, Richard Bright, Marc Lawrence, Allen Joseph, Tito Goya, Ben Dova, Lou Gilbert, Estelle Omens",John Schlesinger
standar,0.0,Comedy,355008.0,en,A radio journalist and his technician get in over their heads when they hatch a scheme to fake their own kidnapping during a rebel uprising in South America and hide out in New York instead.,5.453322,2016-04-22,0.0,Special Correspondents,5.6,159.0,0.0,2016,"Ricky Gervais, Eric Bana, Vera Farmiga, Kelly Macdonald, Benjamin Bratt, Raúl Castillo, America Ferrera, Meghan Heffern, Kevin Pollak, Mimi Kuzyk, Jim Norton, Ari Cohen, Alison Brooks",Ricky Gervais
Sex and the City Collection,100000000.0,Comedy Drama Romance,37786.0,en,"Carrie, Charlotte, and Miranda are all married now, but they're still up for a little fun in the sun. When Samantha gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down.",7.255991,2010-05-26,288347692.0,Sex and the City 2,5.5,434.0,2.88347692,2010,"Sarah Jessica Parker, Kristin Davis, Cynthia Nixon, Kim Cattrall, Chris Noth, David Eigenberg, Evan Handler, Alexandra Fong, Parker Fong, Mario Cantone, Willie Garson, Noah Mills, Liza Minnelli, Billy Stritch, Alice Eve, Jason Lewis, Max Ryan, Lynn Cohen, Amira Mor, Dhaffer L'Abidine, John Corbett, Raya Meddine, Jennifer Ferrin, Tet Wada, Tim Gunn, Penélope Cruz, Miley Cyrus, Omid Djalili, Tuesday Knight, Norm Lewis, Megan Boone, Neal Bledsoe",Michael Patrick King
standar,0.0,Horror Action Thriller,11880.0,en,"A squad of British soldiers on training in the lonesome Scottish wilderness find a wounded Special Forces captain and the carnaged remains of his team. As they encounter zoologist Megan, it turns out that werewolves are active in the region. They have to prepare for some action as the there will be a full moon tonight...",10.073784,2002-05-10,0.0,Dog Soldiers,6.7,227.0,0.0,2002,"Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham, Thomas Lockyer, Darren Morfitt, Chris Robson, Leslie Simpson, Tina Landini, Craig Conway, Bryn Walters, Brian Claxton Payne",Neil Marshall
standar,42000000.0,Drama Mystery Thriller,37233.0,en,"Mitch McDeere is a young man with a promising future in Law. About to sit his Bar exam, he is approached by 'The Firm' and made an offer he doesn't refuse. Seduced by the money and gifts showered on him, he is totally oblivious to the more sinister side of his company. Then, two Associates are murdered. The FBI contact him, asking him for information and suddenly his life is ruined. He has a choice - work with the FBI, or stay with the Firm. Either way he will lose his life as he knows it. Mitch figures the only way out is to follow his own plan...",9.678367,1993-06-30,270248367.0,The Firm,6.6,513.0,6.434484928571429,1993,"Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Holly Hunter, Ed Harris, Hal Holbrook, Jerry Hardin, David Strathairn, Terry Kinney, Wilford Brimley, Sullivan Walker, Gary Busey, Steven Hill, Margo Martindale, Paul Sorvino, Joe Viterelli, Jerry Weintraub, Tobin Bell, Dean Norris, Barbara Garrick, Jonathan Kaplan, John Beal",Sydney Pollack
standar,15000000.0,Drama Thriller,48231.0,en,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",9.865944,2011-09-30,27462041.0,A Dangerous Method,6.2,589.0,1.8308027333333334,2011,"Keira Knightley, Viggo Mortensen, Michael Fassbender, Sarah Gadon, Vincent Cassel, André Hennicke, Arndt Schwering-Sohnrey, Mignon Remé, Mareike Carrière, Franziska Arndt, Wladimir Matuchin, André Dietz, Anna Thalbach, Sarah Marecek, Björn Geske, Markus Haase, Christian Serritiello, Clemens Giebel, Theo Meller, Jost Grix, Severin von Hoensbroech, Torsten Knippertz, Dirk S. Greis, Katharina Palm, Nina Azizi, Julie Chevallier, Cynthia Cosima, Mirko Guckeisen, Julia Mack, Andrea Magro, Aaron Keller, Nadine Salomon, Naike Jaszczyk, Sarah Adams",David Cronenberg
standar,40000000.0,Action Adventure Drama Thriller,1579.0,en,"Set in the Mayan civilization, when a man's idyllic presence is brutally disrupted by a violent invading force, he is taken on a perilous journey to a world ruled by fear and oppression where a harrowing end awaits him. Through a twist of fate and spurred by the power of his love for his woman and his family he will make a desperate break to return home and to ultimately save his way of life.",7.735233,2006-12-07,120175290.0,Apocalypto,7.3,1252.0,3.00438225,2006,"Rudy Youngblood, Raoul Max Trujillo, Gerardo Taracena, Iazua Larios, Antonio Monroy, María Isabel Díaz, Dalia Hernández, Jonathan Brewer, Morris Birdyellowhead, Carlos Emilio Báez, Amilcar Ramírez, Israel Contreras, Israel Ríos, Espiridion Acosta Cache, Mayra Serbulo, Rodolfo Palacios, Lorena Heranandez, Itandehui Gutierrez, Sayuri Gutierrez, Hiram Soto, José Suárez, Ariel Galvan, Bernardo Ruiz, Ricardo Diaz Mendoza, Richard Can, Carlos Ramos, Ammel Rodrigo Mendoza, Marco Antonio Argueta, Javier Escobar, Fernando Hernandez, Maria Isidra Hoil, Aquetzali García, Abel Woolrich, Nicolás Jasso, Ronaldo Eknal, Miriam Tun, Rafael Velez, Diana Botello, Joaquin Rendon",Mel Gibson
standar,0.0,War Action Adventure Drama Romance Thriller,22584.0,en,A Martinique charter boat skipper gets mixed up with the underground French resistance operatives during WWII.,10.003167,1944-10-11,3650000.0,To Have and Have Not,7.6,112.0,0.0,1944,"Humphrey Bogart, Walter Brennan, Lauren Bacall, Dolores Moran, Hoagy Carmichael, Sheldon Leonard, Marcel Dalio, Walter Sande, Dan Seymour, Eugene Borden, Lance Fuller, Maurice Marsac, Ron Randell, Walter Szurovy, Aldo Nadi, Jack Chefe, Adrienne D'Ambricourt, Jean De Briac, Marcel De La Brosse, Elzie Emanuel, Harold Garrison, Fred Farrell, Suzette Harbin, Sir Lancelot, Paul Marion, Louis Mercier, George Suzanne, Crane Whitley, Chef Milani, Pedro Regas, Patricia Shay, Emmett Smith, George Sorel, Marguerita Sylva, Pat West",Howard Hawks
